Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
1230,4/23/20,5:00 PM,Delhi,-,-,724,48,2248
1231,4/23/20,5:00 PM,Goa,-,-,7,0,7
1232,4/23/20,5:00 PM,Gujarat,-,-,179,103,2407
1233,4/23/20,5:00 PM,Haryana,-,-,140,3,262
1234,4/23/20,5:00 PM,Himachal Pradesh,-,-,18,1,40
1235,4/23/20,5:00 PM,Jammu and Kashmir,-,-,92,5,407
1236,4/23/20,5:00 PM,Jharkhand,-,-,8,3,49
1237,4/23/20,5:00 PM,Karnataka,-,-,141,17,443
1238,4/23/20,5:00 PM,Kerala,-,-,324,3,438
1239,4/23/20,5:00 PM,Ladakh,-,-,14,0,18
1240,4/23/20,5:00 PM,Madhya Pradesh,-,-,148,81,1695
1241,4/23/20,5:00 PM,Maharashtra,-,-,789,269,5652
1242,4/23/20,5:00 PM,Manipur,-,-,2,0,2
1243,4/23/20,5:00 PM,Meghalaya,-,-,0,1,12
1244,4/23/20,5:00 PM,Mizoram,-,-,0,0,1
1245,4/23/20,5:00 PM,Odisha,-,-,32,1,83
1246,4/23/20,5:00 PM,Puducherry,-,-,3,0,7
1247,4/23/20,5:00 PM,Punjab,-,-,65,16,277
1248,4/23/20,5:00 PM,Rajasthan,-,-,230,27,1890
1249,4/23/20,5:00 PM,Tamil Nadu,-,-,662,18,1629
1250,4/23/20,5:00 PM,Telengana,-,-,197,24,960
1251,4/23/20,5:00 PM,Tripura,-,-,1,0,2
1252,4/23/20,5:00 PM,Uttarakhand,-,-,23,0,46
1253,4/23/20,5:00 PM,Uttar Pradesh,-,-,187,21,1509
1254,4/23/20,5:00 PM,West Bengal,-,-,79,15,456
1255,4/24/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,22
1256,4/24/20,5:00 PM,Andhra Pradesh,-,-,145,29,955
1257,4/24/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1258,4/24/20,5:00 PM,Assam,-,-,19,1,36
1259,4/24/20,5:00 PM,Bihar,-,-,46,2,176
1260,4/24/20,5:00 PM,Chandigarh,-,-,14,0,27
1261,4/24/20,5:00 PM,Chhattisgarh,-,-,28,0,36
1262,4/24/20,5:00 PM,Delhi,-,-,808,50,2376
1263,4/24/20,5:00 PM,Goa,-,-,7,0,7
1264,4/24/20,5:00 PM,Gujarat,-,-,258,112,2624
1265,4/24/20,5:00 PM,Haryana,-,-,156,3,272
1266,4/24/20,5:00 PM,Himachal Pradesh,-,-,18,1,40
1267,4/24/20,5:00 PM,Jammu and Kashmir,-,-,92,5,427
1268,4/24/20,5:00 PM,Jharkhand,-,-,8,3,55
1269,4/24/20,5:00 PM,Karnataka,-,-,150,18,463
1270,4/24/20,5:00 PM,Kerala,-,-,324,3,448
1271,4/24/20,5:00 PM,Ladakh,-,-,14,0,18
1272,4/24/20,5:00 PM,Madhya Pradesh,-,-,203,83,1852
1273,4/24/20,5:00 PM,Maharashtra,-,-,840,283,6430
1274,4/24/20,5:00 PM,Manipur,-,-,2,0,2
1275,4/24/20,5:00 PM,Meghalaya,-,-,0,1,12
1276,4/24/20,5:00 PM,Mizoram,-,-,0,0,1
1277,4/24/20,5:00 PM,Odisha,-,-,33,1,90
1278,4/24/20,5:00 PM,Puducherry,-,-,3,0,7
1279,4/24/20,5:00 PM,Punjab,-,-,65,16,277
1280,4/24/20,5:00 PM,Rajasthan,-,-,230,27,1964
1281,4/24/20,5:00 PM,Tamil Nadu,-,-,752,20,1683
1282,4/24/20,5:00 PM,Telengana,-,-,253,26,984
1283,4/24/20,5:00 PM,Tripura,-,-,1,0,2
1284,4/24/20,5:00 PM,Uttarakhand,-,-,24,0,47
1285,4/24/20,5:00 PM,Uttar Pradesh,-,-,206,24,1604
1286,4/24/20,5:00 PM,West Bengal,-,-,103,15,514
1287,4/25/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,27
1288,4/25/20,5:00 PM,Andhra Pradesh,-,-,171,31,1061
1289,4/25/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1290,4/25/20,5:00 PM,Assam,-,-,19,1,36
1291,4/25/20,5:00 PM,Bihar,-,-,46,2,228
1292,4/25/20,5:00 PM,Chandigarh,-,-,15,0,28
1293,4/25/20,5:00 PM,Chhattisgarh,-,-,30,0,36
1294,4/25/20,5:00 PM,Delhi,-,-,857,53,2514
1295,4/25/20,5:00 PM,Goa,-,-,7,0,7
1296,4/25/20,5:00 PM,Gujarat,-,-,265,127,2815
1297,4/25/20,5:00 PM,Haryana,-,-,156,3,272
1298,4/25/20,5:00 PM,Himachal Pradesh,-,-,18,1,40
1299,4/25/20,5:00 PM,Jammu and Kashmir,-,-,109,5,454
1300,4/25/20,5:00 PM,Jharkhand,-,-,9,3,59
1301,4/25/20,5:00 PM,Karnataka,-,-,153,18,489
1302,4/25/20,5:00 PM,Kerala,-,-,331,4,451
1303,4/25/20,5:00 PM,Ladakh,-,-,14,0,20
1304,4/25/20,5:00 PM,Madhya Pradesh,-,-,210,92,1952
1305,4/25/20,5:00 PM,Maharashtra,-,-,957,301,6817
1306,4/25/20,5:00 PM,Manipur,-,-,2,0,2
1307,4/25/20,5:00 PM,Meghalaya,-,-,0,1,12
1308,4/25/20,5:00 PM,Mizoram,-,-,0,0,1
1309,4/25/20,5:00 PM,Odisha,-,-,33,1,94
1310,4/25/20,5:00 PM,Puducherry,-,-,3,0,7
1311,4/25/20,5:00 PM,Punjab,-,-,67,17,298
1312,4/25/20,5:00 PM,Rajasthan,-,-,230,27,2034
1313,4/25/20,5:00 PM,Tamil Nadu,-,-,866,22,1755
1314,4/25/20,5:00 PM,Telengana,-,-,253,26,984
1315,4/25/20,5:00 PM,Tripura,-,-,1,0,2
1316,4/25/20,5:00 PM,Uttarakhand,-,-,25,0,48
1317,4/25/20,5:00 PM,Uttar Pradesh,-,-,248,26,1778
1318,4/25/20,5:00 PM,West Bengal,-,-,103,18,571
1319,4/26/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33
1320,4/26/20,5:00 PM,Andhra Pradesh,-,-,231,31,1097
1321,4/26/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1322,4/26/20,5:00 PM,Assam,-,-,19,1,36
1323,4/26/20,5:00 PM,Bihar,-,-,46,2,251
1324,4/26/20,5:00 PM,Chandigarh,-,-,17,0,30
1325,4/26/20,5:00 PM,Chhattisgarh,-,-,32,0,37
1326,4/26/20,5:00 PM,Delhi,-,-,869,54,2625
1327,4/26/20,5:00 PM,Goa,-,-,7,0,7
1328,4/26/20,5:00 PM,Gujarat,-,-,282,133,3071
1329,4/26/20,5:00 PM,Haryana,-,-,176,3,289
1330,4/26/20,5:00 PM,Himachal Pradesh,-,-,22,1,40
1331,4/26/20,5:00 PM,Jammu and Kashmir,-,-,112,6,494
1332,4/26/20,5:00 PM,Jharkhand,-,-,13,3,67
1333,4/26/20,5:00 PM,Karnataka,-,-,177,18,501
1334,4/26/20,5:00 PM,Kerala,-,-,338,4,458
1335,4/26/20,5:00 PM,Ladakh,-,-,14,0,20
1336,4/26/20,5:00 PM,Madhya Pradesh,-,-,210,99,2096
1337,4/26/20,5:00 PM,Maharashtra,-,-,1076,323,7628
1338,4/26/20,5:00 PM,Manipur,-,-,2,0,2
1339,4/26/20,5:00 PM,Meghalaya,-,-,0,1,12
1340,4/26/20,5:00 PM,Mizoram,-,-,0,0,1
1341,4/26/20,5:00 PM,Odisha,-,-,34,1,103
1342,4/26/20,5:00 PM,Puducherry,-,-,3,0,7
1343,4/26/20,5:00 PM,Punjab,-,-,67,17,298
1344,4/26/20,5:00 PM,Rajasthan,-,-,493,33,2083
1345,4/26/20,5:00 PM,Tamil Nadu,-,-,960,23,1821
1346,4/26/20,5:00 PM,Telengana,-,-,280,26,991
1347,4/26/20,5:00 PM,Tripura,-,-,2,0,2
1348,4/26/20,5:00 PM,Uttarakhand,-,-,26,0,50
1349,4/26/20,5:00 PM,Uttar Pradesh,-,-,289,29,1843
1350,4/26/20,5:00 PM,West Bengal,-,-,105,18,611
1351,4/27/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33
1352,4/27/20,5:00 PM,Andhra Pradesh,-,-,235,31,1177
1353,4/27/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1354,4/27/20,5:00 PM,Assam,-,-,27,1,36
1355,4/27/20,5:00 PM,Bihar,-,-,56,2,277
1356,4/27/20,5:00 PM,Chandigarh,-,-,17,0,30
1357,4/27/20,5:00 PM,Chhattisgarh,-,-,32,0,37
1358,4/27/20,5:00 PM,Delhi,-,-,877,54,2918
1359,4/27/20,5:00 PM,Goa,-,-,7,0,7
1360,4/27/20,5:00 PM,Gujarat,-,-,313,151,3301
1361,4/27/20,5:00 PM,Haryana,-,-,176,3,289
1362,4/27/20,5:00 PM,Himachal Pradesh,-,-,22,1,40
1363,4/27/20,5:00 PM,Jammu and Kashmir,-,-,137,6,523
1364,4/27/20,5:00 PM,Jharkhand,-,-,13,3,82
1365,4/27/20,5:00 PM,Karnataka,-,-,188,20,511
1366,4/27/20,5:00 PM,Kerala,-,-,342,4,469
1367,4/27/20,5:00 PM,Ladakh,-,-,14,0,20
1368,4/27/20,5:00 PM,Madhya Pradesh,-,-,302,106,2168
1369,4/27/20,5:00 PM,Maharashtra,-,-,1188,342,8068
1370,4/27/20,5:00 PM,Manipur,-,-,2,0,2
1371,4/27/20,5:00 PM,Meghalaya,-,-,0,1,12
1372,4/27/20,5:00 PM,Mizoram,-,-,0,0,1
1373,4/27/20,5:00 PM,Odisha,-,-,35,1,108
1374,4/27/20,5:00 PM,Puducherry,-,-,3,0,8
1375,4/27/20,5:00 PM,Punjab,-,-,71,18,313
1376,4/27/20,5:00 PM,Rajasthan,-,-,518,41,2185
1377,4/27/20,5:00 PM,Tamil Nadu,-,-,1020,24,1885
1378,4/27/20,5:00 PM,Telengana,-,-,280,26,1002
1379,4/27/20,5:00 PM,Tripura,-,-,2,0,2
1380,4/27/20,5:00 PM,Uttarakhand,-,-,33,0,51
1381,4/27/20,5:00 PM,Uttar Pradesh,-,-,335,31,1955
1382,4/27/20,5:00 PM,West Bengal,-,-,105,20,649
1383,4/28/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33
1384,4/28/20,5:00 PM,Andhra Pradesh,-,-,258,31,1259
1385,4/28/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1386,4/28/20,5:00 PM,Assam,-,-,27,1,38
1387,4/28/20,5:00 PM,Bihar,-,-,57,2,346
1388,4/28/20,5:00 PM,Chandigarh,-,-,17,0,40
1389,4/28/20,5:00 PM,Chhattisgarh,-,-,32,0,37
1390,4/28/20,5:00 PM,Delhi,-,-,877,54,3108
1391,4/28/20,5:00 PM,Goa,-,-,7,0,7
1392,4/28/20,5:00 PM,Gujarat,-,-,394,162,3548
1393,4/28/20,5:00 PM,Haryana,-,-,183,3,296
1394,4/28/20,5:00 PM,Himachal Pradesh,-,-,22,1,40
1395,4/28/20,5:00 PM,Jammu and Kashmir,-,-,164,7,546
1396,4/28/20,5:00 PM,Jharkhand,-,-,17,3,103
1397,4/28/20,5:00 PM,Karnataka,-,-,198,20,520
1398,4/28/20,5:00 PM,Kerala,-,-,355,4,482
1399,4/28/20,5:00 PM,Ladakh,-,-,16,0,22
1400,4/28/20,5:00 PM,Madhya Pradesh,-,-,361,113,2368
1401,4/28/20,5:00 PM,Maharashtra,-,-,1282,369,8590
1402,4/28/20,5:00 PM,Manipur,-,-,2,0,2
1403,4/28/20,5:00 PM,Meghalaya,-,-,0,1,12
1404,4/28/20,5:00 PM,Mizoram,-,-,0,0,1
1405,4/28/20,5:00 PM,Odisha,-,-,37,1,118
1406,4/28/20,5:00 PM,Puducherry,-,-,3,0,8
1407,4/28/20,5:00 PM,Punjab,-,-,71,18,313
1408,4/28/20,5:00 PM,Rajasthan,-,-,669,46,2262
1409,4/28/20,5:00 PM,Tamil Nadu,-,-,1101,24,1937
1410,4/28/20,5:00 PM,Telengana,-,-,321,26,1004
1411,4/28/20,5:00 PM,Tripura,-,-,2,0,2
1412,4/28/20,5:00 PM,Uttarakhand,-,-,33,0,51
1413,4/28/20,5:00 PM,Uttar Pradesh,-,-,400,31,2043
1414,4/28/20,5:00 PM,West Bengal,-,-,109,20,697
1415,4/29/20,5:00 PM,Andaman and Nicobar Islands,-,-,15,0,33
1416,4/29/20,5:00 PM,Andhra Pradesh,-,-,287,31,1332
1417,4/29/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1418,4/29/20,5:00 PM,Assam,-,-,27,1,38
1419,4/29/20,5:00 PM,Bihar,-,-,64,2,383
1420,4/29/20,5:00 PM,Chandigarh,-,-,17,0,56
1421,4/29/20,5:00 PM,Chhattisgarh,-,-,34,0,38
1422,4/29/20,5:00 PM,Delhi,-,-,1078,54,3314
1423,4/29/20,5:00 PM,Goa,-,-,7,0,7
1424,4/29/20,5:00 PM,Gujarat,-,-,434,181,3774
1425,4/29/20,5:00 PM,Haryana,-,-,209,3,310
1426,4/29/20,5:00 PM,Himachal Pradesh,-,-,25,1,40
1427,4/29/20,5:00 PM,Jammu and Kashmir,-,-,176,8,565
1428,4/29/20,5:00 PM,Jharkhand,-,-,19,3,105
1429,4/29/20,5:00 PM,Karnataka,-,-,215,20,532
1430,4/29/20,5:00 PM,Kerala,-,-,359,4,486
1431,4/29/20,5:00 PM,Ladakh,-,-,16,0,22
1432,4/29/20,5:00 PM,Madhya Pradesh,-,-,377,119,2561
1433,4/29/20,5:00 PM,Maharashtra,-,-,1388,400,9318
1434,4/29/20,5:00 PM,Manipur,-,-,2,0,2
1435,4/29/20,5:00 PM,Meghalaya,-,-,0,1,12
1436,4/29/20,5:00 PM,Mizoram,-,-,0,0,1
1437,4/29/20,5:00 PM,Odisha,-,-,38,1,119
1438,4/29/20,5:00 PM,Puducherry,-,-,3,0,8
1439,4/29/20,5:00 PM,Punjab,-,-,71,19,322
1440,4/29/20,5:00 PM,Rajasthan,-,-,768,51,2364
1441,4/29/20,5:00 PM,Tamil Nadu,-,-,1168,25,2058
1442,4/29/20,5:00 PM,Telengana,-,-,367,26,1012
1443,4/29/20,5:00 PM,Tripura,-,-,2,0,2
1444,4/29/20,5:00 PM,Uttarakhand,-,-,34,0,54
1445,4/29/20,5:00 PM,Uttar Pradesh,-,-,477,36,2115
1446,4/29/20,5:00 PM,West Bengal,-,-,119,22,725
1447,4/30/20,5:00 PM,Andaman and Nicobar Islands,-,-,15,0,33
1448,4/30/20,5:00 PM,Andhra Pradesh,-,-,321,31,1403
1449,4/30/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1450,4/30/20,5:00 PM,Assam,-,-,29,1,42
1451,4/30/20,5:00 PM,Bihar,-,-,65,2,403
1452,4/30/20,5:00 PM,Chandigarh,-,-,17,0,56
1453,4/30/20,5:00 PM,Chhattisgarh,-,-,36,0,38
1454,4/30/20,5:00 PM,Delhi,-,-,1092,56,3439
1455,4/30/20,5:00 PM,Goa,-,-,7,0,7
1456,4/30/20,5:00 PM,Gujarat,-,-,527,197,4082
1457,4/30/20,5:00 PM,Haryana,-,-,209,3,310
1458,4/30/20,5:00 PM,Himachal Pradesh,-,-,25,1,40
1459,4/30/20,5:00 PM,Jammu and Kashmir,-,-,192,8,581
1460,4/30/20,5:00 PM,Jharkhand,-,-,19,3,107
1461,4/30/20,5:00 PM,Karnataka,-,-,223,21,557
1462,4/30/20,5:00 PM,Kerala,-,-,369,4,496
1463,4/30/20,5:00 PM,Ladakh,-,-,16,0,22
1464,4/30/20,5:00 PM,Madhya Pradesh,-,-,461,130,2660
1465,4/30/20,5:00 PM,Maharashtra,-,-,1593,432,9915
1466,4/30/20,5:00 PM,Manipur,-,-,2,0,2
1467,4/30/20,5:00 PM,Meghalaya,-,-,0,1,12
1468,4/30/20,5:00 PM,Mizoram,-,-,0,0,1
1469,4/30/20,5:00 PM,Odisha,-,-,39,1,128
1470,4/30/20,5:00 PM,Puducherry,-,-,5,0,8
1471,4/30/20,5:00 PM,Punjab,-,-,90,19,357
1472,4/30/20,5:00 PM,Rajasthan,-,-,768,51,2438
1473,4/30/20,5:00 PM,Tamil Nadu,-,-,1210,27,2162
1474,4/30/20,5:00 PM,Telengana,-,-,367,26,1012
1475,4/30/20,5:00 PM,Tripura,-,-,2,0,2
1476,4/30/20,5:00 PM,Uttarakhand,-,-,36,0,55
1477,4/30/20,5:00 PM,Uttar Pradesh,-,-,513,39,2203
1478,4/30/20,5:00 PM,West Bengal,-,-,124,22,758
1479,5/1/2020,5:00 PM,Andaman and Nicobar Islands,-,-,16,0,33
1480,5/1/2020,5:00 PM,Andhra Pradesh,-,-,403,33,1463
1481,5/1/2020,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1482,5/1/2020,5:00 PM,Assam,-,-,29,1,42
1483,5/1/2020,5:00 PM,Bihar,-,-,82,2,426
1484,5/1/2020,5:00 PM,Chandigarh,-,-,17,0,56
1485,5/1/2020,5:00 PM,Chhattisgarh,-,-,36,0,40
1486,5/1/2020,5:00 PM,Delhi,-,-,1094,59,3515
1487,5/1/2020,5:00 PM,Goa,-,-,7,0,7
1488,5/1/2020,5:00 PM,Gujarat,-,-,613,214,4395
1489,5/1/2020,5:00 PM,Haryana,-,-,209,3,313
1490,5/1/2020,5:00 PM,Himachal Pradesh,-,-,28,1,40
1491,5/1/2020,5:00 PM,Jammu and Kashmir,-,-,216,8,614
1492,5/1/2020,5:00 PM,Jharkhand,-,-,20,3,111
1493,5/1/2020,5:00 PM,Karnataka,-,-,235,22,576
1494,5/1/2020,5:00 PM,Kerala,-,-,383,4,497
1495,5/1/2020,5:00 PM,Ladakh,-,-,16,0,22
1496,5/1/2020,5:00 PM,Madhya Pradesh,-,-,482,137,2719
1497,5/1/2020,5:00 PM,Maharashtra,-,-,1773,459,10498
1498,5/1/2020,5:00 PM,Manipur,-,-,2,0,2
1499,5/1/2020,5:00 PM,Meghalaya,-,-,0,1,12
1500,5/1/2020,5:00 PM,Mizoram,-,-,0,0,1
1501,5/1/2020,5:00 PM,Odisha,-,-,41,1,143
1502,5/1/2020,5:00 PM,Puducherry,-,-,5,0,8
1503,5/1/2020,5:00 PM,Punjab,-,-,90,19,357
1504,5/1/2020,5:00 PM,Rajasthan,-,-,836,58,2584
1505,5/1/2020,5:00 PM,Tamil Nadu,-,-,1258,27,2323
1506,5/1/2020,5:00 PM,Telengana,-,-,441,26,1039
1507,5/1/2020,5:00 PM,Tripura,-,-,2,0,2
1508,5/1/2020,5:00 PM,Uttarakhand,-,-,36,0,57
1509,5/1/2020,5:00 PM,Uttar Pradesh,-,-,555,41,2281
1510,5/1/2020,5:00 PM,West Bengal,-,-,139,33,795
1511,5/2/2020,5:00 PM,Andaman and Nicobar Islands,-,-,16,0,33
1512,5/2/2020,5:00 PM,Andhra Pradesh,-,-,403,33,1463
1513,5/2/2020,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1514,5/2/2020,5:00 PM,Assam,-,-,32,1,43
1515,5/2/2020,5:00 PM,Bihar,-,-,98,3,471
1516,5/2/2020,5:00 PM,Chandigarh,-,-,17,0,88
1517,5/2/2020,5:00 PM,Chhattisgarh,-,-,36,0,43
1518,5/2/2020,5:00 PM,Delhi,-,-,1167,61,3738
1519,5/2/2020,5:00 PM,Goa,-,-,7,0,7
1520,5/2/2020,5:00 PM,Gujarat,-,-,735,236,4721
1521,5/2/2020,5:00 PM,Haryana,-,-,227,4,360
1522,5/2/2020,5:00 PM,Himachal Pradesh,-,-,30,1,40
1523,5/2/2020,5:00 PM,Jammu and Kashmir,-,-,247,8,639
1524,5/2/2020,5:00 PM,Jharkhand,-,-,20,3,111
1525,5/2/2020,5:00 PM,Karnataka,-,-,251,22,589
1526,5/2/2020,5:00 PM,Kerala,-,-,392,4,497
1527,5/2/2020,5:00 PM,Ladakh,-,-,17,0,22
1528,5/2/2020,5:00 PM,Madhya Pradesh,-,-,524,145,2719
1529,5/2/2020,5:00 PM,Maharashtra,-,-,1879,485,11506
1530,5/2/2020,5:00 PM,Manipur,-,-,2,0,2
1531,5/2/2020,5:00 PM,Meghalaya,-,-,0,1,12
1532,5/2/2020,5:00 PM,Mizoram,-,-,0,0,1
1533,5/2/2020,5:00 PM,Odisha,-,-,55,1,149
1534,5/2/2020,5:00 PM,Puducherry,-,-,5,0,8
1535,5/2/2020,5:00 PM,Punjab,-,-,90,19,480
1536,5/2/2020,5:00 PM,Rajasthan,-,-,1116,62,2666
1537,5/2/2020,5:00 PM,Tamil Nadu,-,-,1312,28,2526
1538,5/2/2020,5:00 PM,Telengana,-,-,441,26,1039
1539,5/2/2020,5:00 PM,Tripura,-,-,2,0,2
1540,5/2/2020,5:00 PM,Uttarakhand,-,-,36,0,58
1541,5/2/2020,5:00 PM,Uttar Pradesh,-,-,654,42,2328
1542,5/2/2020,5:00 PM,West Bengal,-,-,139,33,795
1543,5/3/2020,5:00 PM,Andaman and Nicobar Islands,-,-,17,0,33
1544,5/3/2020,5:00 PM,Andhra Pradesh,-,-,488,33,1583
1545,5/3/2020,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1546,5/3/2020,5:00 PM,Assam,-,-,32,1,43
1547,5/3/2020,5:00 PM,Bihar,-,-,117,4,482
1548,5/3/2020,5:00 PM,Chandigarh,-,-,19,0,94
1549,5/3/2020,5:00 PM,Chhattisgarh,-,-,36,0,43
1550,5/3/2020,5:00 PM,Delhi,-,-,1256,64,4122
1551,5/3/2020,5:00 PM,Goa,-,-,7,0,7
1552,5/3/2020,5:00 PM,Gujarat,-,-,896,262,5055
1553,5/3/2020,5:00 PM,Haryana,-,-,227,4,394
1554,5/3/2020,5:00 PM,Himachal Pradesh,-,-,33,1,40
1555,5/3/2020,5:00 PM,Jammu and Kashmir,-,-,254,8,666
1556,5/3/2020,5:00 PM,Jharkhand,-,-,22,3,115
1557,5/3/2020,5:00 PM,Karnataka,-,-,282,25,606
1558,5/3/2020,5:00 PM,Kerala,-,-,400,4,500
1559,5/3/2020,5:00 PM,Ladakh,-,-,17,0,40
1560,5/3/2020,5:00 PM,Madhya Pradesh,-,-,798,156,2846
1561,5/3/2020,5:00 PM,Maharashtra,-,-,2000,521,12296
1562,5/3/2020,5:00 PM,Manipur,-,-,2,0,2
1563,5/3/2020,5:00 PM,Meghalaya,-,-,0,1,12
1564,5/3/2020,5:00 PM,Mizoram,-,-,0,0,1
1565,5/3/2020,5:00 PM,Odisha,-,-,56,1,160
1566,5/3/2020,5:00 PM,Puducherry,-,-,5,0,8
1567,5/3/2020,5:00 PM,Punjab,-,-,112,20,772
1568,5/3/2020,5:00 PM,Rajasthan,-,-,1121,65,2772
1569,5/3/2020,5:00 PM,Tamil Nadu,-,-,1341,29,2757
1570,5/3/2020,5:00 PM,Telengana,-,-,458,28,1063
1571,5/3/2020,5:00 PM,Tripura,-,-,2,0,4
1572,5/3/2020,5:00 PM,Uttarakhand,-,-,39,0,59
1573,5/3/2020,5:00 PM,Uttar Pradesh,-,-,698,43,2626
1574,5/3/2020,5:00 PM,West Bengal,-,-,151,33,922
1575,5/4/2020,5:00 PM,Andaman and Nicobar Islands,-,-,32,0,33
1576,5/4/2020,5:00 PM,Andhra Pradesh,-,-,524,36,1650
1577,5/4/2020,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1578,5/4/2020,5:00 PM,Assam,-,-,32,1,43
1579,5/4/2020,5:00 PM,Bihar,-,-,125,4,517
1580,5/4/2020,5:00 PM,Chandigarh,-,-,19,0,94
1581,5/4/2020,5:00 PM,Chhattisgarh,-,-,36,0,57
1582,5/4/2020,5:00 PM,Delhi,-,-,1362,64,4549
1583,5/4/2020,5:00 PM,Goa,-,-,7,0,7
1584,5/4/2020,5:00 PM,Gujarat,-,-,1042,290,5428
1585,5/4/2020,5:00 PM,Haryana,-,-,245,5,442
1586,5/4/2020,5:00 PM,Himachal Pradesh,-,-,34,1,40
1587,5/4/2020,5:00 PM,Jammu and Kashmir,-,-,287,8,701
1588,5/4/2020,5:00 PM,Jharkhand,-,-,22,3,115
1589,5/4/2020,5:00 PM,Karnataka,-,-,304,26,642
1590,5/4/2020,5:00 PM,Kerala,-,-,401,4,500
1591,5/4/2020,5:00 PM,Ladakh,-,-,17,0,41
1592,5/4/2020,5:00 PM,Madhya Pradesh,-,-,798,165,2942
1593,5/4/2020,5:00 PM,Maharashtra,-,-,2115,548,12974
1594,5/4/2020,5:00 PM,Manipur,-,-,2,0,2
1595,5/4/2020,5:00 PM,Meghalaya,-,-,0,1,12
1596,5/4/2020,5:00 PM,Mizoram,-,-,0,0,1
1597,5/4/2020,5:00 PM,Odisha,-,-,60,1,163
1598,5/4/2020,5:00 PM,Puducherry,-,-,5,0,8
1599,5/4/2020,5:00 PM,Punjab,-,-,117,21,1102
1600,5/4/2020,5:00 PM,Rajasthan,-,-,1356,71,2886
1601,5/4/2020,5:00 PM,Tamil Nadu,-,-,1379,30,3023
1602,5/4/2020,5:00 PM,Telengana,-,-,490,29,1082
1603,5/4/2020,5:00 PM,Tripura,-,-,2,0,16
1604,5/4/2020,5:00 PM,Uttarakhand,-,-,39,1,60
1605,5/4/2020,5:00 PM,Uttar Pradesh,-,-,758,45,2742
1606,5/4/2020,5:00 PM,West Bengal,-,-,151,35,963
1607,5/5/2020,5:00 PM,Andaman and Nicobar Islands,-,-,32,0,33
1608,5/5/2020,5:00 PM,Andhra Pradesh,-,-,589,36,1717
1609,5/5/2020,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1610,5/5/2020,5:00 PM,Assam,-,-,32,1,43
1611,5/5/2020,5:00 PM,Bihar,-,-,130,4,529
1612,5/5/2020,5:00 PM,Chandigarh,-,-,21,1,102
1613,5/5/2020,5:00 PM,Chhattisgarh,-,-,36,0,58
1614,5/5/2020,5:00 PM,Delhi,-,-,1431,64,4898
1615,5/5/2020,5:00 PM,Goa,-,-,7,0,7
1616,5/5/2020,5:00 PM,Gujarat,-,-,1195,319,5804
1617,5/5/2020,5:00 PM,Haryana,-,-,254,6,517
1618,5/5/2020,5:00 PM,Himachal Pradesh,-,-,38,1,41
1619,5/5/2020,5:00 PM,Jammu and Kashmir,-,-,303,8,726
1620,5/5/2020,5:00 PM,Jharkhand,-,-,27,3,115
1621,5/5/2020,5:00 PM,Karnataka,-,-,324,28,659
1622,5/5/2020,5:00 PM,Kerala,-,-,462,4,500
1623,5/5/2020,5:00 PM,Ladakh,-,-,17,0,41
1624,5/5/2020,5:00 PM,Madhya Pradesh,-,-,1000,176,3049
1625,5/5/2020,5:00 PM,Maharashtra,-,-,2465,583,14541
1626,5/5/2020,5:00 PM,Manipur,-,-,2,0,2
1627,5/5/2020,5:00 PM,Meghalaya,-,-,10,1,12
1628,5/5/2020,5:00 PM,Mizoram,-,-,0,0,1
1629,5/5/2020,5:00 PM,Odisha,-,-,60,1,170
1630,5/5/2020,5:00 PM,Puducherry,-,-,6,0,9
1631,5/5/2020,5:00 PM,Punjab,-,-,128,23,1233
1632,5/5/2020,5:00 PM,Rajasthan,-,-,1394,77,3061
1633,5/5/2020,5:00 PM,Tamil Nadu,-,-,1409,31,3550
1634,5/5/2020,5:00 PM,Telengana,-,-,585,29,1085
1635,5/5/2020,5:00 PM,Tripura,-,-,2,0,29
1636,5/5/2020,5:00 PM,Uttarakhand,-,-,39,1,60
1637,5/5/2020,5:00 PM,Uttar Pradesh,-,-,944,53,2859
1638,5/5/2020,5:00 PM,West Bengal,-,-,218,133,1259
1639,5/6/2020,8:00 AM,Andaman and Nicobar Islands,-,-,32,0,33
1640,5/6/2020,8:00 AM,Andhra Pradesh,-,-,589,36,1717
1641,5/6/2020,8:00 AM,Arunachal Pradesh,-,-,1,0,1
